unitid,Year,UG FT,UG PT,UG total enrollment,UG total FTE ,GR FT,GR PT,GR total enrollment,GR total FTE,Total enrollment,Total FTE
198622,2001,3656,4989,8645,5637,0,0,0,0,8645,5637
198631,2001,34,,34,34,0,0,0,0,34,34
198640,2001,912,645,1557,1168,0,0,0,0,1557,1168
198668,2001,754,1058,1812,1174,0,0,0,0,1812,1174
198677,2001,33,14,47,38,0,0,0,0,47,38
198695,2001,2315,275,2590,2423,18,144,162,73,2752,2496
198710,2001,864,937,1801,1236,0,0,0,0,1801,1236
198729,2001,564,814,1378,887,0,0,0,0,1378,887
198747,2001,139,39,178,154,0,0,0,0,178,154
198756,2001,1493,102,1595,1533,0,0,0,0,1595,1533
198774,2001,1356,1945,3301,2128,0,0,0,0,3301,2128
198808,2001,762,30,792,774,0,0,0,0,792,774
198817,2001,1166,1131,2297,1615,0,0,0,0,2297,1615
198835,2001,1160,156,1316,1221,19,121,140,65,1456,1286
198844,2001,57,43,100,74,0,0,0,0,100,74
198862,2001,295,10,305,299,105,30,135,120,440,419
198871,2001,441,23,464,450,0,0,0,0,464,450
198899,2001,1101,141,1242,1156,0,0,0,0,1242,1156
198905,2001,362,364,726,507,0,0,0,0,726,507
198914,2001,470,877,1347,818,0,0,0,0,1347,818
198923,2001,535,664,1199,799,0,0,0,0,1199,799
198941,2001,37,74,111,66,0,0,0,0,111,66
198950,2001,1792,515,2307,1994,12,147,159,68,2466,2062
198969,2001,1641,492,2133,1834,10,0,10,10,2143,1844
198978,2001,225,184,409,298,0,0,0,0,409,298
198987,2001,930,1230,2160,1418,0,0,0,0,2160,1418
198996,2001,103,,103,103,0,0,0,0,103,103
199005,2001,57,,57,57,0,0,0,0,57,57
199014,2001,59,,59,59,0,0,0,0,59,59
199023,2001,296,399,695,454,0,0,0,0,695,454
199032,2001,982,15,997,988,76,39,115,91,1112,1079
199069,2001,1432,343,1775,1567,0,0,0,0,1775,1567
199078,2001,53,,53,53,0,0,0,0,53,53
199087,2001,857,1327,2184,1384,0,0,0,0,2184,1384
199096,2001,67,24,91,77,0,0,0,0,91,77
199102,2001,6623,708,7331,6909,453,535,988,647,8319,7556
199111,2001,2485,772,3257,2797,3,33,36,15,3293,2812
199120,2001,15060,784,15844,15376,6225,3425,9650,7486,25494,22862
199139,2001,11340,3795,15135,12871,866,2307,3173,1700,18308,14571
199148,2001,8710,1749,10459,9416,1158,2158,3316,1939,13775,11355
199157,2001,3393,839,4232,3732,692,829,1521,994,5753,4726
199184,2001,687,21,708,695,77,4,81,78,789,773
199193,2001,18345,4073,22418,19989,3546,3322,6868,4748,29286,24737
199209,2001,949,937,1886,1317,0,0,0,0,1886,1317
199218,2001,8762,1201,9963,9247,210,626,836,436,10799,9683
199263,2001,184,153,337,245,0,0,0,0,337,245
199272,2001,591,39,630,606,0,0,0,0,630,606
199281,2001,2692,814,3506,3020,48,379,427,185,3933,3205
199306,2001,898,178,1076,968,83,512,595,279,1671,1247
199315,2001,188,52,240,208,4,12,16,9,256,217
199324,2001,623,1399,2022,1178,0,0,0,0,2022,1178
199333,2001,2689,2917,5606,3847,0,0,0,0,5606,3847
199351,2001,96,69,165,123,0,0,0,0,165,123
199412,2001,741,456,1197,920,115,389,504,264,1701,1184
199421,2001,725,1282,2007,1234,0,0,0,0,2007,1234
199449,2001,754,711,1465,1036,0,0,0,0,1465,1036
199458,2001,145,25,170,155,0,0,0,0,170,155
199467,2001,136,462,598,319,0,0,0,0,598,319
199476,2001,1120,1007,2127,1520,0,0,0,0,2127,1520
199485,2001,980,1105,2085,1419,0,0,0,0,2085,1419
199494,2001,1796,2909,4705,2951,0,0,0,0,4705,2951
199582,2001,1235,125,1360,1284,0,0,0,0,1360,1284
199607,2001,662,264,926,766,4,144,148,59,1074,825
199625,2001,628,758,1386,929,0,0,0,0,1386,929
199634,2001,1626,1548,3174,2241,0,0,0,0,3174,2241
199643,2001,1955,417,2372,2119,101,50,151,128,2523,2247
199689,2001,65,11,76,69,0,0,0,0,76,69
199698,2001,546,92,638,582,0,0,0,0,638,582
199713,2001,64,59,123,87,0,0,0,0,123,87
199722,2001,1003,930,1933,1372,0,0,0,0,1933,1372
199731,2001,794,1008,1802,1194,0,0,0,0,1802,1194
199740,2001,811,896,1707,1167,0,0,0,0,1707,1167
199759,2001,256,300,556,374,1072,416,1488,1265,2044,1639
199768,2001,1616,1687,3303,2286,0,0,0,0,3303,2286
199786,2001,1339,2624,3963,2381,0,0,0,0,3963,2381
199795,2001,421,561,982,644,0,0,0,0,982,644
199838,2001,1474,2259,3733,2371,0,0,0,0,3733,2371
199847,2001,4045,91,4136,4081,1843,292,2135,1956,6271,6037
199856,2001,3644,6522,10166,6234,0,0,0,0,10166,6234
199865,2001,773,10,783,777,70,0,70,70,853,847
199883,2001,69,,69,69,0,0,0,0,69,69
199892,2001,1447,1648,3095,2101,0,0,0,0,3095,2101
199908,2001,1045,1383,2428,1594,0,0,0,0,2428,1594
199926,2001,1240,1095,2335,1675,0,0,0,0,2335,1675
199953,2001,756,976,1732,1144,0,0,0,0,1732,1144
199962,2001,1213,42,1255,1229,1,100,101,39,1356,1268
199980,2001,33,,33,33,0,0,0,0,33,33
199999,2001,2426,536,2962,2642,15,15,30,20,2992,2662
200004,2001,4872,793,5665,5192,393,805,1198,684,6863,5876
200013,2001,38,,38,38,0,0,0,0,38,38
200022,2001,2112,932,3044,2482,0,0,0,0,3044,2482
200059,2001,1520,581,2101,1754,0,0,0,0,2101,1754
200086,2001,39,11,50,43,0,0,0,0,50,43
200110,2001,49,,49,49,0,0,0,0,49,49
200129,2001,43,,43,43,0,0,0,0,43,43
200156,2001,1058,78,1136,1089,0,0,0,0,1136,1089
200165,2001,88,,88,88,0,0,0,0,88,88
200192,2001,364,944,1308,739,0,0,0,0,1308,739
200208,2001,103,66,169,129,0,0,0,0,169,129
200217,2001,1969,82,2051,2001,281,112,393,324,2444,2325
200226,2001,579,176,755,650,0,0,0,0,755,650
200244,2001,81,10,91,85,0,0,0,0,91,85
200253,2001,2496,830,3326,2831,79,110,189,119,3515,2950
200262,2001,24,,24,24,0,0,0,0,24,24
200280,2001,8836,949,9785,9219,1000,979,1979,1355,11764,10574
200305,2001,1873,419,2292,2039,0,0,0,0,2292,2039
200314,2001,349,177,526,419,0,0,0,0,526,419
200332,2001,8478,951,9429,8862,356,749,1105,627,10534,9489
200341,2001,525,94,619,562,0,0,0,0,619,562
200387,2001,49,,49,49,0,0,0,0,49,49
200466,2001,134,60,194,158,0,0,0,0,194,158
200484,2001,255,17,272,262,0,0,0,0,272,262
200527,2001,327,357,684,469,0,0,0,0,684,469
200554,2001,278,24,302,288,0,0,0,0,302,288
200572,2001,741,264,1005,848,0,0,0,0,1005,848
200590,2001,458,40,498,474,0,0,0,0,498,474
200624,2001,38,,38,38,0,0,0,0,38,38
200633,2001,55,53,108,76,0,0,0,0,108,76
200721,2001,92,224,316,167,0,0,0,0,316,167
200785,2001,201,15,216,207,0,0,0,0,216,207
200794,2001,94,,94,94,0,0,0,0,94,94
200800,2001,12459,5781,18240,14792,2158,1970,4128,2875,22368,17667
200828,2001,60,,60,60,0,0,0,0,60,60
200837,2001,2,1,3,2,0,0,0,0,3,2
200846,2001,890,843,1733,1225,0,0,0,0,1733,1225
200873,2001,65,15,80,71,0,0,0,0,80,71
201007,2001,646,36,682,660,0,0,0,0,682,660
201016,2001,238,122,360,286,0,0,0,0,360,286
201034,2001,108,,108,108,0,0,0,0,108,108
201061,2001,194,16,210,200,0,8,8,3,218,203
201070,2001,34,5,39,36,0,0,0,0,39,36
201098,2001,27,35,62,39,0,0,0,0,62,39
201104,2001,2194,566,2760,2416,1405,2194,3599,2256,6359,4672
201131,2001,83,32,115,94,0,0,0,0,115,94
201140,2001,85,33,118,98,78,56,134,99,252,197
201159,2001,103,,103,103,0,0,0,0,103,103
201177,2001,101,41,142,117,0,0,0,0,142,117
201195,2001,3042,951,3993,3416,214,677,891,473,4884,3889
201229,2001,13,,13,13,0,0,0,0,13,13
201283,2001,1023,600,1623,1261,0,0,0,0,1623,1261
201371,2001,910,66,976,936,44,30,74,55,1050,991
201399,2001,183,55,238,205,0,0,0,0,238,205
201432,2001,643,844,1487,978,1,49,50,19,1537,997
201441,2001,14725,1143,15868,15186,1432,1439,2871,1952,18739,17138
201469,2001,90,112,202,134,0,0,0,0,202,134
201478,2001,148,197,345,214,0,0,0,0,345,214
201487,2001,14,,14,14,0,0,0,0,14,14
201496,2001,238,,238,238,0,0,0,0,238,238
201539,2001,75,,75,75,0,0,0,0,75,75
201548,2001,1963,835,2798,2291,587,585,1172,868,3970,3159
201609,2001,24,24,48,34,0,0,0,0,48,34
201618,2001,35,,35,35,0,0,0,0,35,35
201627,2001,29,8,37,32,0,0,0,0,37,32
201645,2001,3117,264,3381,3221,3666,2169,5835,4497,9216,7718
201654,2001,2833,112,2945,2877,0,24,24,9,2969,2886
201672,2001,755,1218,1973,1239,0,0,0,0,1973,1239
201681,2001,74,,74,74,0,0,0,0,74,74
201690,2001,1202,118,1320,1250,7,73,80,33,1400,1283
201742,2001,72,28,100,83,0,0,0,0,100,83
201751,2001,142,162,304,206,0,0,0,0,304,206
201803,2001,117,,117,117,0,0,0,0,117,117
201821,2001,135,51,186,155,0,0,0,0,186,155
201858,2001,524,87,611,558,135,150,285,197,896,755
201867,2001,144,,144,144,0,0,0,0,144,144
201885,2001,14905,4936,19841,16897,4743,2705,7448,5722,27289,22619
201928,2001,2719,4465,7184,4492,0,0,0,0,7184,4492
201946,2001,1181,1240,2421,1673,0,0,0,0,2421,1673
201955,2001,1728,2075,3803,2552,0,0,0,0,3803,2552
201964,2001,267,40,307,283,0,0,0,0,307,283
201973,2001,1149,1833,2982,1877,0,0,0,0,2982,1877
201982,2001,47,,47,47,0,0,0,0,47,47
201991,2001,20,3,23,21,0,0,0,0,23,21
202019,2001,2,15,17,8,8,105,113,48,130,56
202046,2001,573,41,614,589,0,0,0,0,614,589
202055,2001,159,,159,159,0,0,0,0,159,159
202073,2001,222,2,224,223,146,12,158,151,382,374
202134,2001,6798,3614,10412,8256,1901,3388,5289,3138,15701,11394
202152,2001,63,,63,63,0,0,0,0,63,63
202161,2001,196,,196,196,0,0,0,0,196,196
202170,2001,1338,399,1737,1495,0,0,0,0,1737,1495
202189,2001,157,,157,157,0,0,0,0,157,157
202204,2001,209,,209,209,0,0,0,0,209,209
202222,2001,7597,12045,19642,12380,0,0,0,0,19642,12380
202268,2001,70,35,105,84,0,0,0,0,105,84
202356,2001,6834,13662,20496,12259,0,0,0,0,20496,12259
202435,2001,165,290,455,280,0,0,0,0,455,280
202453,2001,26,9,35,30,0,0,0,0,35,30
202480,2001,6617,538,7155,6828,1529,1568,3097,2128,10252,8956
202514,2001,698,208,906,780,6,88,94,40,1000,820
202523,2001,2089,18,2107,2096,0,0,0,0,2107,2096
202541,2001,2892,901,3793,3246,0,0,0,0,3793,3246
202611,2001,573,523,1096,778,34,47,81,52,1177,830
202639,2001,65,43,108,82,0,0,0,0,108,82
202648,2001,929,2047,2976,1742,0,0,0,0,2976,1742
202657,2001,254,,254,254,0,0,0,0,254,254
202684,2001,146,53,199,167,0,0,0,0,199,167
202763,2001,2615,766,3381,2916,214,990,1204,592,4585,3508
202806,2001,1444,3206,4650,2703,561,326,887,686,5537,3389
202888,2001,56,,56,56,0,0,0,0,56,56
202903,2001,219,40,259,235,0,0,0,0,259,235
202912,2001,147,116,263,193,0,0,0,0,263,193
202949,2001,287,,287,287,0,0,0,0,287,287
202985,2001,49,,49,49,0,0,0,0,49,49
203030,2001,129,10,139,132,0,0,0,0,139,132
203076,2001,,,0,0,370,20,390,378,390,378
203085,2001,985,188,1173,1059,20,191,211,93,1384,1152
203128,2001,964,226,1190,1053,0,0,0,0,1190,1053
203146,2001,99,,99,99,0,0,0,0,99,99
203155,2001,3727,1618,5345,4369,0,0,0,0,5345,4369
203164,2001,109,,109,109,0,0,0,0,109,109
203225,2001,432,,432,432,0,0,0,0,432,432
203234,2001,167,,167,167,0,0,0,0,167,167
203289,2001,107,14,121,113,0,0,0,0,121,113
203313,2001,557,,557,557,0,0,0,0,557,557
203331,2001,812,802,1614,1130,0,0,0,0,1614,1130
203368,2001,3331,177,3508,3401,198,595,793,425,4301,3826
203438,2001,67,,67,67,0,0,0,0,67,67
203447,2001,566,757,1323,867,0,0,0,0,1323,867
203456,2001,294,226,520,384,0,0,0,0,520,384
203465,2001,1890,1321,3211,2415,0,0,0,0,3211,2415
203474,2001,947,1162,2109,1408,0,0,0,0,2109,1408
203483,2001,1000,770,1770,1306,0,0,0,0,1770,1306
203492,2001,566,468,1034,752,0,0,0,0,1034,752
203517,2001,15450,2932,18382,16633,2007,2439,4446,2889,22828,19522
203526,2001,288,382,670,440,0,0,0,0,670,440
203535,2001,1558,29,1587,1569,0,0,0,0,1587,1569
203544,2001,497,,497,497,0,0,0,0,497,497
203580,2001,501,106,607,543,0,241,241,92,848,635
203599,2001,2664,5589,8253,4883,0,0,0,0,8253,4883
203614,2001,370,166,536,436,0,0,0,0,536,436
203678,2001,1503,1391,2894,2055,0,0,0,0,2894,2055
203702,2001,36,,36,36,0,0,0,0,36,36
203720,2001,192,24,216,202,0,0,0,0,216,202
203739,2001,152,28,180,163,0,0,0,0,180,163
203748,2001,2858,4960,7818,4827,0,0,0,0,7818,4827
203757,2001,454,781,1235,761,0,0,0,0,1235,761
203775,2001,1690,210,1900,1772,13,226,239,99,2139,1871
203818,2001,43,8,51,46,0,0,0,0,51,46
203845,2001,1115,86,1201,1149,2,67,69,28,1270,1177
203881,2001,763,1204,1967,1241,0,0,0,0,1967,1241
203942,2001,47,352,399,165,0,0,0,0,399,165
203951,2001,,,0,0,746,205,951,823,951,823
203960,2001,109,178,287,179,0,0,0,0,287,179
203997,2001,,,0,0,146,97,243,193,243,193
204006,2001,1400,805,2205,1720,0,0,0,0,2205,1720
204015,2001,1320,739,2059,1613,0,0,0,0,2059,1613
204024,2001,14602,463,15065,14789,512,734,1246,777,16311,15566
204060,2001,317,,317,317,0,0,0,0,317,317
204121,2001,23,79,102,54,0,0,0,0,102,54
204158,2001,174,,174,174,0,0,0,0,174,174
204167,2001,45,7,52,48,0,0,0,0,52,48
204176,2001,279,76,355,309,0,0,0,0,355,309
204185,2001,2060,308,2368,2181,0,0,0,0,2368,2181
204194,2001,1907,199,2106,1985,0,126,126,48,2232,2033
204200,2001,1294,777,2071,1599,38,163,201,100,2272,1699
204255,2001,1004,865,1869,1347,0,0,0,0,1869,1347
204264,2001,1591,69,1660,1618,16,390,406,165,2066,1783
204307,2001,254,,254,254,0,0,0,0,254,254
204316,2001,346,6,352,348,0,0,0,0,352,348
204334,2001,83,,83,83,0,0,0,0,83,83
204422,2001,884,2249,3133,1777,0,0,0,0,3133,1777
204431,2001,32,,32,32,0,0,0,0,32,32
204440,2001,1018,1919,2937,1780,0,0,0,0,2937,1780
204459,2001,40,,40,40,0,0,0,0,40,40
204468,2001,305,429,734,474,7,107,114,48,848,522
204477,2001,,,0,0,427,0,427,427,427,427
204486,2001,1784,346,2130,1920,0,0,0,0,2130,1920
204501,2001,2753,87,2840,2787,17,0,17,17,2857,2804
204547,2001,,,0,0,284,7,291,288,291,288
204592,2001,231,91,322,267,0,0,0,0,322,267
204608,2001,354,,354,354,0,0,0,0,354,354
204617,2001,1536,661,2197,1796,0,0,0,0,2197,1796
204626,2001,514,4,518,516,0,0,0,0,518,516
204635,2001,2236,130,2366,2287,944,35,979,963,3345,3250
204662,2001,809,131,940,861,0,0,0,0,940,861
204671,2001,968,245,1213,1067,53,90,143,86,1356,1153
204680,2001,995,404,1399,1158,46,50,96,64,1495,1222
204699,2001,921,374,1295,1072,39,56,95,59,1390,1131
204705,2001,1466,452,1918,1648,58,103,161,95,2079,1743
204714,2001,53,,53,53,0,0,0,0,53,53
204723,2001,45,7,52,48,0,0,0,0,52,48
204741,2001,122,,122,122,0,0,0,0,122,122
204769,2001,50,,50,50,0,0,0,0,50,50
204778,2001,146,,146,146,0,0,0,0,146,146
204796,2001,31240,4809,36049,33181,9189,3239,12428,10372,48477,43553
204802,2001,674,227,901,766,1,60,61,23,962,789
204820,2001,890,620,1510,1140,18,117,135,60,1645,1200
204839,2001,1084,732,1816,1379,29,138,167,79,1983,1458
204848,2001,875,662,1537,1142,59,68,127,84,1664,1226
204857,2001,15967,1211,17178,16456,2416,694,3110,2667,20288,19123
204866,2001,894,595,1489,1134,0,166,166,60,1655,1194
204884,2001,134,3,137,135,0,0,0,0,137,135
204893,2001,62,28,90,73,0,0,0,0,90,73
204909,2001,1845,41,1886,1861,0,0,0,0,1886,1861
204936,2001,1911,614,2525,2152,8,441,449,176,2974,2328
204945,2001,4337,12266,16603,9207,0,0,0,0,16603,9207
204963,2001,41,,41,41,0,0,0,0,41,41
204981,2001,57,,57,57,0,0,0,0,57,57
204990,2001,,,0,0,55,40,95,70,95,70
205027,2001,61,,61,61,50,2,52,51,113,112
205054,2001,63,2,65,64,0,0,0,0,65,64
205081,2001,11,,11,11,0,0,0,0,11,11
205090,2001,17,8,25,20,0,0,0,0,25,20
205124,2001,54,,54,54,16,0,16,16,70,70
205142,2001,36,18,54,43,0,0,0,0,54,43
205179,2001,473,,473,473,0,0,0,0,473,473
205197,2001,106,,106,106,0,0,0,0,106,106
205203,2001,1546,386,1932,1698,13,132,145,63,2077,1761
205319,2001,,,0,0,54,45,99,72,99,72
205391,2001,120,,120,120,0,0,0,0,120,120
205443,2001,2678,686,3364,2955,0,0,0,0,3364,2955
205470,2001,6885,12885,19770,12001,0,0,0,0,19770,12001
205513,2001,141,17,158,148,0,0,0,0,158,148
205522,2001,67,15,82,73,0,0,0,0,82,73
205559,2001,65,33,98,78,0,0,0,0,98,78
205568,2001,80,25,105,90,0,0,0,0,105,90
205610,2001,890,,890,890,0,0,0,0,890,890
205647,2001,465,,465,465,0,0,0,0,465,465
205692,2001,58,,58,58,0,0,0,0,58,58
205708,2001,162,8,170,165,0,0,0,0,170,165
205717,2001,16,,16,16,0,0,0,0,16,16
205726,2001,131,1,132,131,0,0,0,0,132,131
205841,2001,1555,3150,4705,2806,0,0,0,0,4705,2806
205887,2001,298,290,588,413,0,0,0,0,588,413
205957,2001,1586,147,1733,1644,154,321,475,277,2208,1921
205966,2001,1109,929,2038,1478,0,0,0,0,2038,1478
206011,2001,1039,1515,2554,1641,0,0,0,0,2554,1641
206039,2001,30,,30,30,0,0,0,0,30,30
206048,2001,1032,267,1299,1137,182,89,271,216,1570,1353
206084,2001,12626,4128,16754,14292,1633,1926,3559,2339,20313,16631
206093,2001,88,67,155,115,0,0,0,0,155,115
206172,2001,25,4,29,26,0,0,0,0,29,26
206181,2001,73,6,79,75,0,0,0,0,79,75
206206,2001,64,106,170,106,0,0,0,0,170,106
206215,2001,,,0,0,130,84,214,170,214,170
206224,2001,320,55,375,342,0,0,0,0,375,342
206279,2001,369,257,626,470,1113,0,1113,1113,1739,1583
206288,2001,,,0,0,288,34,322,304,322,304
206321,2001,106,3610,3716,1318,0,0,0,0,3716,1318
206330,2001,863,496,1359,1058,0,74,74,28,1433,1086
206349,2001,532,487,1019,723,50,212,262,131,1281,854
206358,2001,99,,99,99,0,0,0,0,99,99
206394,2001,83,99,182,122,0,0,0,0,182,122
206400,2001,97,,97,97,0,0,0,0,97,97
206419,2001,79,13,92,84,0,0,0,0,92,84
206428,2001,36,,36,36,0,0,0,0,36,36
206437,2001,1055,346,1401,1191,42,79,121,72,1522,1263
206446,2001,1091,942,2033,1465,0,0,0,0,2033,1465
206482,2001,92,155,247,154,0,0,0,0,247,154
206491,2001,925,,925,925,0,0,0,0,925,925
206507,2001,1403,473,1876,1589,0,0,0,0,1876,1589
206516,2001,8,33,41,21,43,28,71,56,112,77
206525,2001,2071,150,2221,2130,0,56,56,21,2277,2151
206589,2001,1790,33,1823,1803,0,0,0,0,1823,1803
206604,2001,8951,1611,10562,9601,1583,1684,3267,2194,13829,11795
206613,2001,479,285,764,592,0,0,0,0,764,592
206622,2001,3356,650,4006,3611,679,1975,2654,1434,6660,5045
206631,2001,446,1,447,446,0,0,0,0,447,446
206695,2001,8652,2379,11031,9612,242,970,1212,593,12243,10205
206783,2001,58,,58,58,0,0,0,0,58,58
206817,2001,812,161,973,875,0,0,0,0,973,875
206835,2001,447,380,827,596,0,0,0,0,827,596
206862,2001,1679,76,1755,1709,302,25,327,312,2082,2021
206880,2001,61,,61,61,0,0,0,0,61,61
206905,2001,55,135,190,100,0,0,0,0,190,100
206914,2001,2924,1867,4791,3677,145,393,538,287,5329,3964
206923,2001,992,1296,2288,1507,0,0,0,0,2288,1507
206932,2001,60,29,89,72,0,0,0,0,89,72
206941,2001,8405,3769,12174,9926,874,1612,2486,1457,14660,11383
206969,2001,11,,11,11,0,0,0,0,11,11
206996,2001,1125,736,1861,1417,0,0,0,0,1861,1417
207041,2001,2881,527,3408,3094,228,553,781,428,4189,3522
207050,2001,1047,980,2027,1436,0,0,0,0,2027,1436
207069,2001,872,1298,2170,1387,0,0,0,0,2170,1387
207087,2001,32,,32,32,0,0,0,0,32,32
207102,2001,40,,40,40,0,0,0,0,40,40
207157,2001,240,69,309,267,0,0,0,0,309,267
207166,2001,28,,28,28,0,0,0,0,28,28
207209,2001,2134,772,2906,2446,38,44,82,54,2988,2500
207236,2001,1137,754,1891,1436,0,0,0,0,1891,1436
207254,2001,1531,,1531,1531,0,0,0,0,1531,1531
207263,2001,5748,1764,7512,6460,327,695,1022,578,8534,7038
207272,2001,40,,40,40,0,0,0,0,40,40
207281,2001,1768,1128,2896,2216,0,0,0,0,2896,2216
207290,2001,1331,477,1808,1520,0,0,0,0,1808,1520
207306,2001,1387,391,1778,1545,65,189,254,133,2032,1678
207315,2001,,,0,0,353,32,385,365,385,365
207324,2001,1506,241,1747,1601,66,27,93,76,1840,1677
207342,2001,495,87,582,530,1821,459,2280,1987,2862,2517
207351,2001,993,233,1226,1087,0,0,0,0,1226,1087
207388,2001,15496,1740,17236,16198,1973,2799,4772,2985,22008,19183
207397,2001,1369,3150,4519,2620,0,0,0,0,4519,2620
207403,2001,1543,368,1911,1688,14,8,22,17,1933,1705
207449,2001,4178,6485,10663,6753,0,0,0,0,10663,6753
207458,2001,1531,329,1860,1660,1350,514,1864,1548,3724,3208
207500,2001,16314,2382,18696,17275,2389,4019,6408,3844,25104,21119
207537,2001,76,,76,76,0,0,0,0,76,76
207564,2001,1692,673,2365,1959,0,0,0,0,2365,1959
207582,2001,2851,587,3438,3082,256,360,616,399,4054,3481
207607,2001,23,47,70,39,0,0,0,0,70,39
207625,2001,216,,216,216,0,0,0,0,216,216
207634,2001,40,13,53,45,0,0,0,0,53,45
207661,2001,1456,1416,2872,2027,0,0,0,0,2872,2027
207670,2001,2528,4988,7516,4509,0,0,0,0,7516,4509
207689,2001,618,195,813,695,0,0,0,0,813,695
207704,2001,95,,95,95,0,0,0,0,95,95
207722,2001,1041,415,1456,1208,0,0,0,0,1456,1208
207740,2001,1102,859,1961,1443,0,0,0,0,1961,1443
207786,2001,24,,24,24,0,0,0,0,24,24
207838,2001,21,7,28,24,0,0,0,0,28,24
207847,2001,2845,671,3516,3116,103,271,374,201,3890,3317
207856,2001,117,25,142,127,55,12,67,60,209,187
207865,2001,3686,543,4229,3905,380,245,625,481,4854,4386
207935,2001,5362,11379,16741,9880,0,0,0,0,16741,9880
207962,2001,375,,375,375,0,0,0,0,375,375
207971,2001,2533,236,2769,2626,851,499,1350,1062,4119,3688
208017,2001,22,,22,22,0,0,0,0,22,22
208026,2001,76,8,84,79,0,0,0,0,84,79
208035,2001,871,1370,2241,1415,0,0,0,0,2241,1415
208044,2001,8,,8,8,0,0,0,0,8,8
208053,2001,45,36,81,57,0,0,0,0,81,57
208062,2001,29,,29,29,0,0,0,0,29,29
208080,2001,43,,43,43,0,0,0,0,43,43
208187,2001,17,3,20,18,0,0,0,0,20,18
208239,2001,714,189,903,788,0,0,0,0,903,788
208248,2001,143,,143,143,0,0,0,0,143,143
208275,2001,917,1226,2143,1404,0,0,0,0,2143,1404
208318,2001,1505,2947,4452,2675,0,0,0,0,4452,2675
208390,2001,3036,7726,10762,6104,0,0,0,0,10762,6104
208406,2001,2238,4477,6715,4016,0,0,0,0,6715,4016
208415,2001,417,1105,1522,856,0,0,0,0,1522,856
208433,2001,47,,47,47,0,0,0,0,47,47
208479,2001,583,,583,583,0,0,0,0,583,583
208488,2001,742,133,875,794,132,33,165,145,1040,939
208512,2001,206,31,237,218,0,0,0,0,237,218
208646,2001,1870,935,2805,2247,44,122,166,88,2971,2335
208655,2001,62,,62,62,0,0,0,0,62,62
208725,2001,128,51,179,148,0,0,0,0,179,148
208822,2001,1314,350,1664,1451,300,673,973,561,2637,2012
208859,2001,54,,54,54,0,0,0,0,54,54
208965,2001,499,,499,499,0,0,0,0,499,499
209038,2001,4285,6452,10737,6847,0,0,0,0,10737,6847
209056,2001,1644,38,1682,1659,1014,251,1265,1110,2947,2769
209065,2001,1571,31,1602,1583,0,0,0,0,1602,1583
209074,2001,2728,2019,4747,3530,0,0,0,0,4747,3530
209083,2001,52,,52,52,0,0,0,0,52,52
209108,2001,209,471,680,394,67,190,257,140,937,534
209153,2001,64,,64,64,0,0,0,0,64,64
209205,2001,89,38,127,104,0,0,0,0,127,104
209241,2001,48,,48,48,83,24,107,92,155,140
209250,2001,3178,5593,8771,5399,0,0,0,0,8771,5399
209287,2001,520,67,587,546,151,102,253,194,840,740
209296,2001,,,0,0,451,3,454,452,454,452
209348,2001,27,,27,27,0,0,0,0,27,27
209409,2001,382,27,409,393,35,36,71,49,480,442
209463,2001,53,,53,53,0,0,0,0,53,53
209472,2001,,,0,0,170,389,559,311,559,311
209490,2001,497,137,634,552,1097,245,1342,1186,1976,1738
209506,2001,1942,1126,3068,2396,1,1,2,1,3070,2397
