unitid,Year,UG FT,UG PT,UG total enrollment,UG total FTE ,GR FT,GR PT,GR total enrollment,GR total FTE,Total enrollment,Total FTE
149772,2002,9683,1350,11033,10228,850,1578,2428,1421,13461,11649
149781,2002,2338,57,2395,2360,302,175,477,369,2872,2729
149842,2002,5212,9270,14482,8324,0,0,0,0,14482,8324
150048,2002,331,234,565,424,0,0,0,0,565,424
150066,2002,1959,162,2121,2023,62,323,385,192,2506,2215
150075,2002,16,,16,16,0,0,0,0,16,16
150127,2002,19,,19,19,0,0,0,0,19,19
150136,2002,15132,1468,16600,15724,1021,1790,2811,1668,19411,17392
150145,2002,1208,426,1634,1375,16,96,112,53,1746,1428
150163,2002,3428,84,3512,3461,236,578,814,458,4326,3919
150172,2002,420,656,1076,678,0,66,66,25,1142,703
150215,2002,,,0,0,140,156,296,205,296,205
150251,2002,62,51,113,82,0,0,0,0,113,82
150288,2002,,,0,0,310,82,392,343,392,343
150303,2002,42,,42,42,0,0,0,0,42,42
150367,2002,252,338,590,385,2,2,4,3,594,388
150376,2002,429,249,678,527,0,0,0,0,678,527
150400,2002,2286,52,2338,2306,0,0,0,0,2338,2306
150428,2002,37,,37,37,0,0,0,0,37,37
150437,2002,31,40,71,47,0,0,0,0,71,47
150455,2002,1058,22,1080,1067,42,26,68,53,1148,1120
150525,2002,93,,93,93,0,0,0,0,93,93
150534,2002,2112,410,2522,2273,61,7,68,64,2590,2337
150561,2002,430,249,679,528,0,0,0,0,679,528
150604,2002,989,59,1048,1012,0,0,0,0,1048,1012
150640,2002,10,,10,10,0,0,0,0,10,10
150668,2002,782,158,940,844,0,0,0,0,940,844
150677,2002,1043,106,1149,1085,36,96,132,74,1281,1159
150695,2002,72,17,89,79,0,0,0,0,89,79
150710,2002,115,,115,115,0,0,0,0,115,115
150756,2002,1044,6,1050,1046,0,0,0,0,1050,1046
150765,2002,35,,35,35,0,0,0,0,35,35
150774,2002,476,26,502,486,0,0,0,0,502,486
150853,2002,35,22,57,44,0,0,0,0,57,44
150941,2002,811,135,946,864,3,42,45,19,991,883
150978,2002,1014,2967,3981,2010,0,0,0,0,3981,2010
150987,2002,2751,6047,8798,4781,0,0,0,0,8798,4781
150996,2002,524,1168,1692,916,0,0,0,0,1692,916
151005,2002,1972,2461,4433,2798,0,0,0,0,4433,2798
151014,2002,679,1483,2162,1177,0,0,0,0,2162,1177
151023,2002,1837,2777,4614,2769,0,0,0,0,4614,2769
151032,2002,1456,3333,4789,2575,0,0,0,0,4789,2575
151041,2002,674,2042,2716,1360,0,0,0,0,2716,1360
151050,2002,1199,3149,4348,2256,0,0,0,0,4348,2256
151069,2002,1581,2567,4148,2443,0,0,0,0,4148,2443
151078,2002,350,1056,1406,705,0,0,0,0,1406,705
151087,2002,1623,3714,5337,2870,0,0,0,0,5337,2870
151096,2002,565,1104,1669,936,0,0,0,0,1669,936
151102,2002,6192,4686,10878,8083,84,793,877,371,11755,8454
151111,2002,12835,8225,21060,16154,3316,4649,7965,5073,29025,21227
151157,2002,171,44,215,188,0,0,0,0,215,188
151166,2002,703,100,803,743,0,0,0,0,803,743
151184,2002,100,68,168,127,0,0,0,0,168,127
151193,2002,173,80,253,205,0,0,0,0,253,205
151209,2002,205,104,309,246,0,0,0,0,309,246
151236,2002,224,72,296,253,0,0,0,0,296,253
151245,2002,163,35,198,177,0,0,0,0,198,177
151263,2002,1987,882,2869,2333,368,535,903,572,3772,2905
151290,2002,1617,1673,3290,2274,239,257,496,337,3786,2611
151306,2002,7040,1958,8998,7830,106,571,677,313,9675,8143
151324,2002,8549,1448,9997,9133,659,1058,1717,1042,11714,10175
151333,2002,1290,1267,2557,1801,35,180,215,100,2772,1901
151342,2002,3269,2908,6177,4443,233,1047,1280,612,7457,5055
151351,2002,28441,2311,30752,29374,5099,3052,8151,6230,38903,35604
151360,2002,2320,2002,4322,3128,67,504,571,249,4893,3377
151379,2002,3227,2633,5860,4290,26,830,856,326,6716,4616
151388,2002,1169,1247,2416,1672,5,60,65,27,2481,1699
151458,2002,497,83,580,530,0,0,0,0,580,530
151467,2002,308,,308,308,0,0,0,0,308,308
151494,2002,585,71,656,613,0,0,0,0,656,613
151500,2002,420,68,488,447,0,0,0,0,488,447
151519,2002,657,166,823,722,14,14,28,19,851,741
151537,2002,89,,89,89,0,0,0,0,89,89
151564,2002,13,43,56,30,0,0,0,0,56,30
151607,2002,,39,39,15,0,0,0,0,39,15
151616,2002,446,,446,446,0,0,0,0,446,446
151625,2002,428,,428,428,0,0,0,0,428,428
151652,2002,69,63,132,94,0,0,0,0,132,94
151661,2002,674,,674,674,0,0,0,0,674,674
151777,2002,1065,39,1104,1080,12,1,13,12,1117,1092
151786,2002,966,446,1412,1141,15,0,15,15,1427,1156
151801,2002,5574,630,6204,5821,2373,188,2561,2445,8765,8266
151810,2002,222,364,586,365,43,34,77,56,663,421
151829,2002,48,,48,48,0,0,0,0,48,48
151865,2002,,,0,0,66,103,169,113,169,113
151874,2002,191,,191,191,0,0,0,0,191,191
151944,2002,448,,448,448,0,0,0,0,448,448
151962,2002,51,,51,51,0,0,0,0,51,51
152044,2002,79,42,121,96,0,0,0,0,121,96
152080,2002,8223,38,8261,8238,2793,257,3050,2892,11311,11130
152099,2002,1310,258,1568,1411,139,150,289,199,1857,1610
152150,2002,26,16,42,32,0,0,0,0,42,32
152220,2002,547,,547,547,0,0,0,0,547,547
152248,2002,3793,4127,7920,5458,114,829,943,414,8863,5872
152266,2002,2042,1593,3635,2685,0,22,22,8,3657,2693
152275,2002,36,97,133,75,0,0,0,0,133,75
152309,2002,71,23,94,80,0,0,0,0,94,80
152318,2002,1636,6,1642,1638,51,111,162,93,1804,1731
152327,2002,62,1,63,62,0,0,0,0,63,62
152336,2002,1136,379,1515,1285,66,128,194,115,1709,1400
152363,2002,812,160,972,875,0,2,2,1,974,876
152381,2002,432,1063,1495,850,0,117,117,45,1612,895
152390,2002,1463,29,1492,1474,0,0,0,0,1492,1474
152415,2002,144,54,198,165,0,0,0,0,198,165
152424,2002,194,138,332,249,0,0,0,0,332,249
152451,2002,,,0,0,84,46,130,102,130,102
152497,2002,132,13,145,137,0,0,0,0,145,137
152530,2002,1821,47,1868,1839,0,0,0,0,1868,1839
152567,2002,1110,157,1267,1172,0,0,0,0,1267,1172
152600,2002,2728,182,2910,2799,551,200,751,635,3661,3434
152628,2002,33,24,57,43,0,0,0,0,57,43
152637,2002,5060,3505,8565,6237,0,0,0,0,8565,6237
152673,2002,904,,904,904,0,0,0,0,904,904
152798,2002,199,39,238,214,13,18,31,20,269,234
152822,2002,680,212,892,764,0,0,0,0,892,764
152992,2002,782,191,973,857,0,0,0,0,973,857
153001,2002,2378,370,2748,2523,78,0,78,78,2826,2601
153038,2002,23,1,24,23,0,0,0,0,24,23
153074,2002,107,,107,107,0,0,0,0,107,107
153083,2002,156,,156,156,0,0,0,0,156,156
153092,2002,15,,15,15,0,0,0,0,15,15
153108,2002,1482,46,1528,1500,0,0,0,0,1528,1500
153126,2002,676,276,952,784,43,83,126,75,1078,859
153144,2002,1190,110,1300,1233,0,25,25,10,1325,1243
153162,2002,992,9,1001,996,0,0,0,0,1001,996
153171,2002,25,,25,25,0,0,0,0,25,25
153214,2002,5751,7455,13206,8254,0,0,0,0,13206,8254
153241,2002,92,5,97,94,0,0,0,0,97,94
153250,2002,1285,61,1346,1309,8,49,57,27,1403,1336
153269,2002,2475,257,2732,2576,1313,1082,2395,1729,5127,4305
153278,2002,779,58,837,802,199,74,273,228,1110,1030
153302,2002,302,24,326,311,0,0,0,0,326,311
153311,2002,3350,3470,6820,4515,0,0,0,0,6820,4515
153320,2002,376,27,403,387,32,70,102,59,505,446
153339,2002,19,,19,19,0,0,0,0,19,19
153366,2002,1339,728,2067,1625,56,175,231,123,2298,1748
153375,2002,1095,452,1547,1273,0,0,0,0,1547,1273
153384,2002,1432,53,1485,1453,0,0,0,0,1485,1453
153409,2002,169,,169,169,0,0,0,0,169,169
153418,2002,427,,427,427,0,0,0,0,427,427
153427,2002,241,,241,241,0,0,0,0,241,241
153445,2002,3202,1754,4956,3791,0,0,0,0,4956,3791
153472,2002,2523,1170,3693,2916,0,0,0,0,3693,2916
153524,2002,2367,2474,4841,3198,0,0,0,0,4841,3198
153533,2002,1308,1752,3060,1896,0,0,0,0,3060,1896
153542,2002,15,,15,15,0,0,0,0,15,15
153588,2002,19,,19,19,0,0,0,0,19,19
153597,2002,110,,110,110,0,0,0,0,110,110
153603,2002,21436,1563,22999,22067,2904,1995,4899,3626,27898,25693
153621,2002,485,236,721,578,0,0,0,0,721,578
153630,2002,2124,1996,4120,2794,0,0,0,0,4120,2794
153658,2002,17729,2758,20487,18842,5861,3349,9210,7096,29697,25938
153737,2002,7570,6379,13949,9712,0,0,0,0,13949,9712
153746,2002,50,,50,50,0,0,0,0,50,50
153764,2002,145,,145,145,0,0,0,0,145,145
153773,2002,109,,109,109,0,0,0,0,109,109
153782,2002,51,,51,51,0,0,0,0,51,51
153825,2002,1516,98,1614,1554,11,111,122,53,1736,1607
153834,2002,2501,71,2572,2529,0,0,0,0,2572,2529
153861,2002,174,37,211,189,412,198,610,488,821,677
153922,2002,1392,700,2092,1627,0,0,0,0,2092,1627
153977,2002,326,226,552,415,0,0,0,0,552,415
154004,2002,804,103,907,844,0,125,125,48,1032,892
154013,2002,916,516,1432,1119,0,0,0,0,1432,1119
154022,2002,388,70,458,415,29,5,34,31,492,446
154059,2002,1704,1073,2777,2064,0,0,0,0,2777,2064
154095,2002,10930,1467,12397,11522,542,1228,1770,986,14167,12508
154101,2002,1245,60,1305,1269,0,0,0,0,1305,1269
154110,2002,2024,2127,4151,2738,0,0,0,0,4151,2738
154129,2002,520,498,1018,687,0,0,0,0,1018,687
154156,2002,35,,35,35,1018,109,1127,1061,1162,1096
154165,2002,39,,39,39,0,0,0,0,39,39
154174,2002,60,21,81,68,1702,28,1730,1717,1811,1785
154208,2002,106,19,125,114,0,0,0,0,125,114
154235,2002,1899,555,2454,2117,308,738,1046,590,3500,2707
154262,2002,84,38,122,99,0,0,0,0,122,99
154332,2002,55,,55,55,0,0,0,0,55,55
154341,2002,108,,108,108,0,0,0,0,108,108
154350,2002,1353,492,1845,1546,0,14,14,5,1859,1551
154378,2002,1877,1036,2913,2225,0,0,0,0,2913,2225
154396,2002,739,569,1308,930,0,0,0,0,1308,930
154439,2002,3,,3,3,0,0,0,0,3,3
154448,2002,110,,110,110,0,0,0,0,110,110
154457,2002,51,,51,51,0,0,0,0,51,51
154466,2002,45,,45,45,0,0,0,0,45,45
154484,2002,12,,12,12,0,0,0,0,12,12
154493,2002,1907,2445,4352,2868,137,0,137,137,4489,3005
154509,2002,74,39,113,89,0,0,0,0,113,89
154518,2002,463,84,547,496,0,0,0,0,547,496
154527,2002,1615,80,1695,1646,0,0,0,0,1695,1646
154536,2002,,,0,0,164,17,181,171,181,171
154545,2002,44,,44,44,0,0,0,0,44,44
154572,2002,2067,3065,5132,3096,0,0,0,0,5132,3096
154590,2002,1364,91,1455,1400,0,0,0,0,1455,1400
154633,2002,58,,58,58,0,0,0,0,58,58
154642,2002,932,1324,2256,1377,0,0,0,0,2256,1377
154651,2002,87,,87,87,0,0,0,0,87,87
154688,2002,848,38,886,863,0,0,0,0,886,863
154697,2002,1070,3424,4494,2220,0,0,0,0,4494,2220
154712,2002,957,339,1296,1090,43,36,79,57,1375,1147
154721,2002,547,57,604,569,0,0,0,0,604,569
154749,2002,435,36,471,449,0,0,0,0,471,449
154767,2002,230,,230,230,0,0,0,0,230,230
154776,2002,282,,282,282,0,0,0,0,282,282
154794,2002,56,,56,56,0,0,0,0,56,56
154800,2002,3316,5393,8709,5127,0,0,0,0,8709,5127
154819,2002,77,,77,77,0,0,0,0,77,77
154837,2002,,,0,0,64,39,103,84,103,84
154855,2002,315,22,337,324,0,0,0,0,337,324
154907,2002,799,2202,3001,1538,0,0,0,0,3001,1538
154925,2002,631,1181,1812,1028,0,0,0,0,1812,1028
154934,2002,727,1145,1872,1111,0,0,0,0,1872,1111
154943,2002,59,29,88,71,0,0,0,0,88,71
154952,2002,2131,2525,4656,2979,0,0,0,0,4656,2979
154970,2002,79,,79,79,0,0,0,0,79,79
154998,2002,809,1255,2064,1230,0,0,0,0,2064,1230
155007,2002,190,242,432,286,0,0,0,0,432,286
155025,2002,3870,523,4393,4081,253,1359,1612,745,6005,4826
155052,2002,217,205,422,286,0,0,0,0,422,286
155061,2002,3795,1242,5037,4296,318,1037,1355,693,6392,4989
155070,2002,194,3,197,195,0,0,0,0,197,195
155089,2002,2118,484,2602,2308,441,69,510,467,3112,2775
155098,2002,839,900,1739,1141,0,0,0,0,1739,1141
155104,2002,898,1555,2453,1420,0,0,0,0,2453,1420
155140,2002,852,35,887,866,0,0,0,0,887,866
155159,2002,21,,21,21,0,0,0,0,21,21
155177,2002,382,60,442,406,0,0,0,0,442,406
155186,2002,819,2082,2901,1518,0,0,0,0,2901,1518
155195,2002,1850,2063,3913,2543,0,0,0,0,3913,2543
155201,2002,588,532,1120,767,0,0,0,0,1120,767
155210,2002,5927,12084,18011,9984,0,0,0,0,18011,9984
155265,2002,320,509,829,522,0,0,0,0,829,522
155283,2002,637,,637,637,0,0,0,0,637,637
155292,2002,1718,3605,5323,2928,0,0,0,0,5323,2928
155317,2002,18140,2073,20213,18977,2977,3268,6245,4162,26458,23139
155326,2002,314,78,392,345,1030,316,1346,1144,1738,1489
155335,2002,951,652,1603,1207,109,217,326,192,1929,1399
155353,2002,52,,52,52,0,0,0,0,52,52
155399,2002,16466,2582,19048,17508,1702,2012,3714,2430,22762,19938
155414,2002,561,213,774,645,0,32,32,12,806,657
155423,2002,171,813,984,494,0,0,0,0,984,494
155441,2002,31,14,45,37,0,0,0,0,45,37
155450,2002,466,935,1401,780,0,0,0,0,1401,780
155478,2002,156,1340,1496,606,0,0,0,0,1496,606
155487,2002,306,32,338,317,0,0,0,0,338,317
155496,2002,262,100,362,301,0,0,0,0,362,301
155511,2002,341,38,379,356,0,0,0,0,379,356
155520,2002,1257,115,1372,1302,295,158,453,355,1825,1657
155566,2002,627,1177,1804,1022,0,0,0,0,1804,1022
155593,2002,426,52,478,443,0,0,0,0,478,443
155609,2002,78,60,138,98,0,0,0,0,138,98
155618,2002,478,,478,478,0,0,0,0,478,478
155627,2002,468,16,484,474,0,0,0,0,484,474
155636,2002,124,372,496,270,1,206,207,80,703,350
155681,2002,5023,460,5483,5209,361,907,1268,689,6751,5898
155715,2002,646,796,1442,913,0,0,0,0,1442,913
155812,2002,358,185,543,431,15,333,348,142,891,573
155830,2002,216,87,303,245,0,0,0,0,303,245
155858,2002,641,1323,1964,1085,0,0,0,0,1964,1085
155867,2002,43,,43,43,0,0,0,0,43,43
155876,2002,81,4,85,82,0,0,0,0,85,82
155900,2002,711,426,1137,878,3,150,153,60,1290,938
155937,2002,433,33,466,446,0,0,0,0,466,446
155946,2002,94,8,102,97,0,0,0,0,102,97
155973,2002,441,116,557,487,10,8,18,13,575,500
156082,2002,3456,1871,5327,4211,588,525,1113,785,6440,4996
156107,2002,600,1380,1980,1063,0,0,0,0,1980,1063
156125,2002,7215,4649,11864,9091,1148,2425,3573,2025,15437,11116
156134,2002,246,,246,246,0,0,0,0,246,246
156189,2002,552,25,577,562,0,0,0,0,577,562
156213,2002,1233,38,1271,1248,0,40,40,15,1311,1263
156222,2002,,,0,0,763,707,1470,1088,1470,1088
156231,2002,1194,1305,2499,1632,0,0,0,0,2499,1632
156240,2002,439,577,1016,633,0,0,0,0,1016,633
156277,2002,76,,76,76,0,0,0,0,76,76
156286,2002,1465,1283,2748,1969,246,300,546,361,3294,2330
156295,2002,1526,52,1578,1546,0,0,0,0,1578,1546
156310,2002,146,64,210,171,0,0,0,0,210,171
156338,2002,654,1619,2273,1198,0,0,0,0,2273,1198
156356,2002,539,210,749,621,0,26,26,10,775,631
156365,2002,1144,510,1654,1344,15,146,161,71,1815,1415
156392,2002,1308,1747,3055,1895,0,0,0,0,3055,1895
156408,2002,1043,12,1055,1048,0,0,0,0,1055,1048
156417,2002,146,49,195,165,0,0,0,0,195,165
156426,2002,28,,28,28,0,0,0,0,28,28
156444,2002,23,23,46,32,0,0,0,0,46,32
156471,2002,44,,44,44,0,0,0,0,44,44
156541,2002,1340,248,1588,1437,7,148,155,64,1743,1501
156611,2002,14,10,24,18,0,0,0,0,24,18
156620,2002,9113,3454,12567,10507,440,1688,2128,1051,14695,11558
156648,2002,1746,1915,3661,2389,0,0,0,0,3661,2389
156657,2002,481,767,1248,739,0,0,0,0,1248,739
156675,2002,23,1,24,23,0,0,0,0,24,23
156727,2002,,,0,0,170,0,170,170,170,170
156745,2002,1237,32,1269,1250,2,335,337,130,1606,1380
156754,2002,24,4,28,26,0,0,0,0,28,26
156790,2002,1976,2126,4102,2690,0,0,0,0,4102,2690
156842,2002,57,,57,57,0,0,0,0,57,57
156851,2002,641,884,1525,938,0,0,0,0,1525,938
156860,2002,1278,1709,2987,1852,0,0,0,0,2987,1852
156903,2002,102,,102,102,0,0,0,0,102,102
156921,2002,3475,5915,9390,5461,0,0,0,0,9390,5461
156930,2002,479,3103,3582,1521,0,0,0,0,3582,1521
156949,2002,14,4,18,16,0,0,0,0,18,16
156967,2002,39,,39,39,0,0,0,0,39,39
157021,2002,307,236,543,401,0,0,0,0,543,401
157030,2002,64,18,82,71,0,0,0,0,82,71
157058,2002,1631,476,2107,1823,62,84,146,92,2253,1915
157076,2002,606,30,636,618,0,0,0,0,636,618
157085,2002,15928,1902,17830,16696,4387,2768,7155,5401,24985,22097
157100,2002,561,15,576,567,1,13,14,6,590,573
157119,2002,337,293,630,435,0,0,0,0,630,435
157173,2002,5241,3029,8270,6258,0,0,0,0,8270,6258
157207,2002,,,0,0,55,57,112,82,112,82
157216,2002,1283,168,1451,1349,32,105,137,72,1588,1421
157270,2002,532,92,624,569,0,0,0,0,624,569
157289,2002,10290,4168,14458,11972,3237,2721,5958,4240,20416,16212
157298,2002,,,0,0,126,101,227,167,227,167
157304,2002,1397,1960,3357,2055,0,0,0,0,3357,2055
157322,2002,521,1110,1631,894,0,0,0,0,1631,894
157331,2002,764,890,1654,1063,0,0,0,0,1654,1063
157359,2002,535,47,582,553,0,0,0,0,582,553
157377,2002,658,384,1042,809,0,0,0,0,1042,809
157386,2002,6574,1126,7700,7028,296,1382,1678,796,9378,7824
157395,2002,18,,18,18,0,0,0,0,18,18
157401,2002,6782,1301,8083,7307,570,1262,1832,1026,9915,8333
157438,2002,742,1810,2552,1350,0,0,0,0,2552,1350
157447,2002,8645,3491,12136,10054,396,1183,1579,874,13715,10928
157456,2002,30,,30,30,0,0,0,0,30,30
157465,2002,254,61,315,278,0,0,0,0,315,278
157483,2002,1455,2064,3519,2148,0,0,0,0,3519,2148
157508,2002,6,18,24,13,0,0,0,0,24,13
157535,2002,891,66,957,917,244,0,244,244,1201,1161
157553,2002,1585,929,2514,1897,0,0,0,0,2514,1897
157599,2002,327,,327,327,0,0,0,0,327,327
157605,2002,271,639,910,486,0,0,0,0,910,486
157614,2002,65,20,85,73,0,0,0,0,85,73
157632,2002,515,237,752,609,0,0,0,0,752,609
157650,2002,72,,72,72,0,0,0,0,72,72
157669,2002,52,2,54,53,0,0,0,0,54,53
157678,2002,51,24,75,61,0,0,0,0,75,61
157696,2002,238,,238,238,0,0,0,0,238,238
157711,2002,1885,1076,2961,2246,0,0,0,0,2961,2246
157720,2002,687,571,1258,879,0,0,0,0,1258,879
157739,2002,1919,1745,3664,2505,0,0,0,0,3664,2505
157748,2002,384,483,867,574,1329,520,1849,1584,2716,2158
157757,2002,627,337,964,759,360,378,738,504,1702,1263
157766,2002,787,141,928,843,0,0,0,0,928,843
157793,2002,2088,2281,4369,2984,260,17,277,266,4646,3250
157809,2002,958,342,1300,1092,102,0,102,102,1402,1194
157818,2002,1100,9,1109,1104,0,0,0,0,1109,1104
157827,2002,47,,47,47,0,0,0,0,47,47
157845,2002,40,,40,40,0,0,0,0,40,40
157863,2002,549,39,588,564,37,284,321,146,909,710
157942,2002,928,1398,2326,1397,0,0,0,0,2326,1397
157951,2002,12291,2935,15226,13475,693,1892,2585,1377,17811,14852
158079,2002,65,,65,65,0,0,0,0,65,65
158088,2002,272,104,376,307,0,0,0,0,376,307
158158,2002,142,38,180,157,0,0,0,0,180,157
158219,2002,119,80,199,146,0,0,0,0,199,146
158237,2002,229,104,333,264,0,0,0,0,333,264
158246,2002,103,,103,103,0,0,0,0,103,103
158282,2002,46,,46,46,0,0,0,0,46,46
158307,2002,146,57,203,165,0,0,0,0,203,165
158325,2002,57,,57,57,0,0,0,0,57,57
158334,2002,22,,22,22,0,0,0,0,22,22
158343,2002,74,91,165,110,0,0,0,0,165,110
158352,2002,506,762,1268,762,0,0,0,0,1268,762
158431,2002,2192,1927,4119,2839,0,0,0,0,4119,2839
158440,2002,208,,208,208,0,0,0,0,208,208
158477,2002,865,32,897,878,8,133,141,59,1038,937
158538,2002,36,,36,36,0,0,0,0,36,36
158583,2002,115,97,212,148,0,0,0,0,212,148
158617,2002,330,,330,330,0,0,0,0,330,330
158644,2002,77,,77,77,0,0,0,0,77,77
158662,2002,7029,8092,15121,9746,0,0,0,0,15121,9746
158723,2002,417,,417,417,0,0,0,0,417,417
158769,2002,293,309,602,397,0,0,0,0,602,397
158778,2002,54,,54,54,0,0,0,0,54,54
158787,2002,71,2,73,72,0,0,0,0,73,72
158802,2002,1984,241,2225,2079,0,0,0,0,2225,2079
158884,2002,1127,1136,2263,1508,0,0,0,0,2263,1508
158893,2002,182,71,253,206,0,0,0,0,253,206
158936,2002,51,363,414,173,0,0,0,0,414,173
158945,2002,134,38,172,147,0,0,0,0,172,147
158954,2002,32,41,73,48,0,0,0,0,73,48
159009,2002,3565,440,4005,3743,260,199,459,332,4464,4075
159018,2002,202,170,372,259,0,0,0,0,372,259
159027,2002,78,,78,78,0,0,0,0,78,78
159045,2002,180,61,241,200,0,0,0,0,241,200
159090,2002,103,90,193,133,0,0,0,0,193,133
159197,2002,244,106,350,286,0,0,0,0,350,286
159249,2002,59,124,183,101,0,0,0,0,183,101
159258,2002,155,166,321,211,0,0,0,0,321,211
159267,2002,121,78,199,147,0,0,0,0,199,147
159319,2002,101,,101,101,0,0,0,0,101,101
159328,2002,65,,65,65,0,0,0,0,65,65
159373,2002,557,181,738,630,1868,171,2039,1931,2777,2561
159382,2002,1447,1645,3092,1999,0,0,0,0,3092,1999
159391,2002,23958,2702,26660,25048,3875,1693,5568,4493,32228,29541
159407,2002,1694,1367,3061,2153,0,0,0,0,3061,2153
159416,2002,2384,1158,3542,2851,159,527,686,350,4228,3201
159443,2002,697,231,928,775,0,0,0,0,928,775
159513,2002,103,,103,103,0,0,0,0,103,103
159522,2002,85,,85,85,0,0,0,0,85,85
159531,2002,56,2,58,57,0,0,0,0,58,57
159568,2002,1001,160,1161,1064,0,0,0,0,1161,1064
159601,2002,55,2,57,56,0,0,0,0,57,56
159647,2002,7793,1582,9375,8431,928,954,1882,1273,11257,9704
159656,2002,3256,516,3772,3459,791,999,1790,1204,5562,4663
159692,2002,112,41,153,126,0,0,0,0,153,126
159717,2002,5800,1206,7006,6287,300,716,1016,559,8022,6846
159780,2002,198,,198,198,0,0,0,0,198,198
159799,2002,132,,132,132,0,0,0,0,132,132
159823,2002,206,228,434,283,0,0,0,0,434,283
159939,2002,9408,3781,13189,10934,1538,2593,4131,2476,17320,13410
159948,2002,244,839,1083,574,756,559,1315,1045,2398,1619
159966,2002,5361,1200,6561,5845,121,632,753,350,7314,6195
159984,2002,80,40,120,93,0,0,0,0,120,93
159993,2002,5550,1276,6826,6065,823,506,1329,1008,8155,7073
160001,2002,98,161,259,152,0,0,0,0,259,152
160010,2002,381,212,593,452,0,0,0,0,593,452
160029,2002,,,0,0,125,31,156,137,156,137
160038,2002,7014,2073,9087,7851,242,830,1072,542,10159,8393
160047,2002,174,85,259,203,0,0,0,0,259,203
160065,2002,770,487,1257,961,27,95,122,63,1379,1024
160074,2002,486,935,1421,853,0,0,0,0,1421,853
160117,2002,22,,22,22,0,0,0,0,22,22
160126,2002,22,,22,22,0,0,0,0,22,22
160135,2002,22,,22,22,0,0,0,0,22,22
160144,2002,21,,21,21,0,0,0,0,21,21
160199,2002,44,,44,44,0,0,0,0,44,44
160214,2002,161,116,277,200,0,0,0,0,277,200
160250,2002,309,,309,309,0,0,0,0,309,309
160311,2002,211,72,283,235,0,0,0,0,283,235
160320,2002,106,,106,106,0,0,0,0,106,106
160348,2002,28,,28,28,0,0,0,0,28,28
160366,2002,103,24,127,111,0,0,0,0,127,111
160384,2002,91,166,257,147,0,0,0,0,257,147
160409,2002,82,84,166,115,0,0,0,0,166,115
160427,2002,537,521,1058,712,0,0,0,0,1058,712
160436,2002,293,159,452,346,0,0,0,0,452,346
160445,2002,63,,63,63,0,0,0,0,63,63
160454,2002,176,178,354,236,0,0,0,0,354,236
160472,2002,146,,146,146,0,0,0,0,146,146
160481,2002,268,520,788,443,0,0,0,0,788,443
160524,2002,397,,397,397,0,0,0,0,397,397
160560,2002,122,174,296,180,0,0,0,0,296,180
160579,2002,917,562,1479,1106,0,0,0,0,1479,1106
160597,2002,67,27,94,78,0,0,0,0,94,78
160612,2002,11382,1994,13376,12187,522,1277,1799,984,15175,13171
160621,2002,6690,661,7351,6957,795,742,1537,1064,8888,8021
160630,2002,2196,600,2796,2438,227,363,590,358,3386,2796
160649,2002,1356,604,1960,1559,0,0,0,0,1960,1559
160658,2002,11836,2505,14341,12847,817,848,1665,1124,16006,13971
160667,2002,375,391,766,506,0,0,0,0,766,506
160676,2002,520,95,615,552,0,0,0,0,615,552
160685,2002,158,258,416,245,0,0,0,0,416,245
160694,2002,298,168,466,354,0,0,0,0,466,354
